"id","name","author","title","description","url","urlToImage","publishedAt","content"
"time","Time","DAVID BAUDER / AP","Fox News Addresses Sean Hannity’s Election Eve Appearance with President Trump","Fox News said that it has addressed the ""unfortunate distraction"" of Sean Hannity speaking at President Trump's campaign rally in Missouri.","http://time.com/5446494/fox-news-sean-hannity-trump-appearance/","https://timedotcom.files.wordpress.com/2018/11/sean-hannity-trump-fox-appearance.jpg?quality=85","2018-11-06T19:38:49Z","(NEW YORK) — Fox News said Tuesday that it has addressed the “unfortunate distraction” of Sean Hannity and Jeanine Pirro speaking at President Trump’s campaign rally in Missouri the night before, and that it doesn’t condone such behavior. The network did not … [+1585 chars]"
"time","Time","Tara Law","A Texas Grandmother Voted for the First Time at Age 82, but Died Before Election Day","Leslie Moore tells TIME her grandmother Gracie Lou Phillips voted for the very first time just four days before her death","http://time.com/5446580/texas-grandmother-votes-dies/","https://timedotcom.files.wordpress.com/2018/11/gracie-phillips-voter-texas-election-day-social.jpg?quality=85","2018-11-06T21:21:34Z","A Texas grandmother in hospice spent one of her final days fulfilling a last wish – voting for the first time at age 82. Just four days after casting her first-ever ballot, Gracie Lou Phillips died in her sleep in her Grand Prairie, Texas, home near her famil… [+2155 chars]"
"time","Time","Alana Abramson","‘I Feel Confident We Will Win.’ House Democrats Can Almost Taste Victory on Election Day","Will the Democrats take control of Congress? Here are live results and updates for the 2018 midterm elections.","http://time.com/5446274/midterm-election-results/","https://timedotcom.files.wordpress.com/2018/11/election-democrat-republican-2018-voting-polls-11.jpg?quality=85","2018-11-06T20:14:26Z","The first polls have officially closed for this years midterm elections. Polls began to close at 6 p.m. ET in parts of Indiana and Kentucky, capping off a long day of anticipation. No races were immediately projected. As voters headed to the polls Tuesday for… [+3531 chars]"
"engadget","Engadget","Richard Lawler","The Morning After: Chrome's built-in ad blocking gets stronger","Hey, good morning! You look fabulous. It's election day in the US, but before you head out to collect those I Voted stickers, it's time to check out our first impressions of Apple's new iPad Pro and MacBook Air. Plus, you should bookmark our holiday gift guid…","https://www.engadget.com/2018/11/06/the-morning-after-chromes-built-in-ad-blocking-gets-stronger/","https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fresize%3D2000%252C2000%252Cshrink%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2018-11%252F6b212c70-e1b0-11e8-be7f-664d69303d8a%26client%3Da1acac3e1b3290917d92%26signature%3De52da4098b94397e78f06164856e7d7f0d9610ce&client=amp-blogside-v2&signature=9deaf1371d9640b022b0f5cc9ef683ce43f456ae","2018-11-06T11:30:00Z","Apple's new tablet is a big step forward, but it has its quirks. iPad Pro preview (2018): Early signs point to a powerhouse with potential If nothing else, Apple built a big pro-level iPad that physically fits better into people's lives. Four days isn't enoug… [+3257 chars]"
NA,"Theatlantic.com","Natasha Bertrand","The Surprising Good News About Voting Security","With today’s midterms, America’s election infrastructure has never been more carefully monitored by government officials. But will that be enough?","https://www.theatlantic.com/international/archive/2018/11/election-security-midterms-hacking-russia/575008/","https://cdn.theatlantic.com/assets/media/img/mt/2018/11/RTS24PB4/facebook.jpg?1541519147","2018-11-06T16:08:13Z","The hacking attempts haven’t slowed. The disinformation campaigns are ongoing. And the warning lights have been “blinking red” for a potential foreign operation aimed at disrupting the midterm elections, according to the country’s top intelligence official. B… [+10050 chars]"
NA,"Slate.com","April Glaser, April Glaser","QAnon Conspiracy Theorists Warned That Antifa Would Ruin the Election. Mockery Ensued.","Remember when there was supposed to be an Antifa coup last year ? The extremely online far-right conspiracy-theory set has spent the past several days warning that anti-fascist activists would once again threaten democracy, this time by wreaking havoc at the …","https://slate.com/technology/2018/11/qanon-conspiracy-theorists-warned-antifa-ruin-election.html","https://compote.slate.com/images/644d95ea-b816-4b3e-b512-effc9a196d87.jpeg?width=780&height=520&rect=3000x2000&offset=0x0","2018-11-06T22:03:05Z","Q warned of Antifa messing up Election Day. Hasnt happened. That Inspirational Video of a Baby Bear Climbing a Mountain Makes Me Furious Meet Three Dudes Who Earn a Living Making MAGA Stories Go Viral on Facebook People Are Still Intentionally Sharing the Wro… [+5459 chars]"
"usa-today","USA Today","AP, AP, AP","AP Top Stories November 6 A","Here's the latest for Tuesday November 6th: Today is election day; Trump holds final midterm rally in Missouri; People from Central American caravan reaching Mexico City; Remains of Utah National Guard Major returned from Afghanistan to U.S.","https://www.usatoday.com/videos/news/nation/2018/11/06/ap-top-stories-november-6-/38407433/","https://media.gannett-cdn.com/29906170001/29906170001_5858205572001_5858199268001-vs.jpg?pubId=29906170001","2018-11-06T12:13:11Z",NA
"the-huffington-post","The Huffington Post","Ed Mazza","Dr. Evil Taunts ‘Doughboy’ Don Jr. In His Midterm Election Message","Mike Myers brings back his ""Austin Powers"" villain with a message to ""Make America Evil Again.""","https://www.huffingtonpost.com/entry/dr-evil-midterm-donald-trump-jr_us_5be1398ee4b01ffb1d059529","https://img.huffingtonpost.com/asset/5be152db260000170383e5ad.jpeg?cache=BmsO6qVM6b&ops=1200_630","2018-11-06T08:42:35Z","Dr. Evil emerged from his lair on Monday to announce on “The Tonight Show” that he was running in the midterm elections. “It’s 2018. Evil’s in right now,” Dr. Evil, a.k.a. Mike Myers, told host Jimmy Fallon. “It’s hip. It’s like playing Fortnite while slammin… [+372 chars]"
"the-huffington-post","The Huffington Post","HuffPost Video","Voters Across The Country Struggle To Cast Ballots On Election Day","Voting hasn’t been going smoothly for many people across the country.","https://www.huffingtonpost.com/entry/the-struggle-to-vote_us_5be21c3ee4b02cd98e4b96e7","https://img.huffingtonpost.com/asset/5be21c3e1f0000ff0425b16c.jpeg?cache=pMwJLZXmFh&ops=1200_630","2018-11-06T22:55:08Z","Get top stories and blog posts emailed to me each day. Newsletters may offer personalized content or advertisements. Learn more"
NA,"Food52.com","Food52","What This Election Day Means to Us","Working at Food52, we know firsthand that food has the power to bring people together—in the kitchen, at the dinner table, and far beyond our immediate spaces. Which is why on this Election Day, we're taking a minute to reflect on our great country and how th…","https://food52.com/blog/23309-what-this-election-day-means-to-us-food-community-america?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+food52-TheAandMBlog+%28The+A%2BM+Blog%29","https://images.food52.com/rZvpiV5pimedTSowTCaZWDan5PM=/fit-in/1200x1200/2035598e-99e3-46e4-a8ce-e1d5a339666a--breakfast-caffeine-coffee-1528013.jpg","2018-11-06T16:30:00Z","Working at Food52, we know firsthand that food has the power to bring people togetherin the kitchen, at the dinner table, and far beyond our immediate spaces. Which is why on this Election Day, we're taking a minute to reflect on our great country and how the… [+7565 chars]"
NA,"Yahoo.com",NA,"Candidates cast their ballots (presumably for themselves)","It’s Election Day in America, and voters will deliver their first verdict on President Trump’s tumultuous tenure in midterm elections that are expected to draw historic numbers to the polls.  Across the country, people are talking about this election as one o…","https://www.yahoo.com/news/candidates-cast-ballots-presumably-themselves-slideshow-wp-185207447.html","https://s.yimg.com/uu/api/res/1.2/OXWKzVzyLJM4.tKlDoYNjg--~B/aD0yMDU0O3c9MzI5NztzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/be7c1c7390dacc741ead966c7f46c2ca","2018-11-06T18:52:07Z","Its Election Day in America, and voters will deliver their first verdict on President Trumps tumultuous tenure in midterm elections that are expected to draw historic numbers to the polls. Immigration, health care, the economy, womens issues, partisanship all… [+562 chars]"
"usa-today","USA Today","AP, AP, AP","Sean Hannity of Fox News joins Trump on stage","Sean Hannity spoke from the stage of President Donald Trump's last midterm election rally in Missouri on Monday, after Fox News Channel and its most popular personality had insisted all day that he wouldn't. (Nov. 6)","https://www.usatoday.com/videos/news/nation/2018/11/06/sean-hannity-fox-news-joins-trump-stage/38406795/","https://media.gannett-cdn.com/29906170001/29906170001_5858169896001_5858170008001-vs.jpg?pubId=29906170001","2018-11-06T10:23:16Z",NA
"usa-today","USA Today","AP, AP, AP","AP Top Stories November 6 P","Here's the latest for Tuesday November 6th: Voters turn out for midterm elections; Trump spends Election day out of public eye; 3 dead in Marseille collapsed buildings and  the body of a Utah Mayor killed in Afghanistan returns to U.S.","https://www.usatoday.com/videos/news/nation/2018/11/06/ap-top-stories-november-6-p/38414111/","https://media.gannett-cdn.com/29906170001/29906170001_5858439319001_5858436556001-vs.jpg?pubId=29906170001","2018-11-06T21:38:14Z",NA
NA,"Slate.com","April Glaser, April Glaser","People on Twitter Are Still Intentionally Telling Voters Election Day Is Nov. 7","Tuesday isn’t just a test for American democracy. It’s also a test of whether social-media platforms can coexist with electoral politics, a question whose answer is not obvious following the 2016 elections, after which Americans learned of massive disinformat…","https://slate.com/technology/2018/11/twitter-users-telling-voters-election-day-nov-7.html","https://compote.slate.com/images/912e7ed7-3c99-4b2b-8c5a-f92abb467254.jpeg?width=780&height=520&rect=3000x2000&offset=0x0","2018-11-06T16:36:24Z","Its going to be a confusing day. Meet Three Dudes Who Earn a Living Making MAGA Stories Go Viral on Facebook Why Are Pelvic Exams on Unconscious, Unconsenting Women Still Part of Medical Training? Humans on Twitter Are Starting to Behave an Awful Lot Like Bot… [+3496 chars]"
"the-huffington-post","The Huffington Post","Samantha Storey","Voter: Mo. Election Official Jokingly Asked If He Was ‘Member Of The Caravan’","“I have an American passport. What does that have to do with the caravan?""","https://www.huffingtonpost.com/entry/missouri-voting-rights-caravan_us_5be20aeee4b0e8438890ba61","https://img.huffingtonpost.com/asset/5be20c761f0000f50425ab5c.jpeg?ops=1910_1000","2018-11-06T22:41:38Z","When Robert Palmer, 64, voted early Tuesday morning at his polling station in OFallon, Missouri, he presented his passport as a form of identification to receive his ballot. He says the poll worker looked at him and asked, Are you a member of the caravan? Pal… [+2534 chars]"
"the-huffington-post","The Huffington Post","Curtis M. Wong","Ellen DeGeneres Marks Election Day With 8-Year-Old Presidential Whiz","Macey Hensley is thrilled for the 2018 midterms -- even though she won't be able to vote for another decade.","https://www.huffingtonpost.com/entry/ellen-degeneres-macey-hensley_us_5be18c05e4b01ffb1d062e5f","https://img.huffingtonpost.com/asset/5be18c8c240000a302579d20.jpeg?cache=8A7kC3SC8e&ops=1200_630","2018-11-06T19:17:48Z","Macey Hensley is living proof you’re never too young to speak your mind. The pint-sized presidency whiz celebrated Election Day by dropping by “ The Ellen DeGeneres Show ” and expressing her enthusiasm for the 2018 midterms even though, at 8 years old, she’s … [+1196 chars]"
